?c
<http://www.wikidata.org/entity/Q105695391>
<http://www.wikidata.org/entity/Q105699590>
<http://www.wikidata.org/entity/Q109379759>
<http://www.wikidata.org/entity/Q130426964>
<http://www.wikidata.org/entity/Q18353514>
