1	QLocal	COUNTED	     11	     8	Result=965 	200		
2	QLocal	COUNTED	      4	     3	Result=300 	200		
3	QLocal	COUNTED	      4	     3	Result=2 	200		
4	QLocal	COUNTED	      3	     2	Result=3 	200		
5	QLocal	COUNTED	      4	     3	Result=20 	200		
6	QLocal	COUNTED	      3	     2	Result=67 	200		
7	QLocal	COUNTED	      3	     2	Result=1806 	200		
8	QLocal	COUNTED	      3	     3	Result=1 	200		
9	QLocal	COUNTED	      4	     3	Result=6 	200		
10	QLocal	COUNTED	      3	     2	Result=1 	200		
11	QLocal	COUNTED	      2	     2	Result=0 	200		
12	QLocal	COUNTED	      3	     2	Result=0 	200		
13	QLocal	COUNTED	      3	     2	Result=1 	200		
14	QLocal	COUNTED	      4	     3	Result=529 	200		
15	QLocal	COUNTED	      3	     2	Result=0 	200		
16	QLocal	COUNTED	      3	     2	Result=237 	200		
17	QLocal	COUNTED	      4	     3	Result=1 	200		
18	QLocal	COUNTED	      3	     2	Result=1642 	200		
19	QLocal	COUNTED	      3	     3	Result=1 	200		
20	QLocal	COUNTED	      4	     3	Result=1 	200		
21	QLocal	COUNTED	      5	     4	Result=81 	200		
22	QLocal	COUNTED	      3	     2	Result=1140 	200		
23	QLocal	COUNTED	      2	     1	Result=490 	200		
24	QLocal	COUNTED	      4	     3	Result=2 	200		
25	QLocal	COUNTED	      2	     2	Result=0 	200		
26	QLocal	COUNTED	      4	     3	Result=3 	200		
27	QLocal	COUNTED	      3	     3	Result=1 	200		
28	QLocal	COUNTED	      4	     3	Result=1 	200		
29	QLocal	COUNTED	      3	     2	Result=0 	200		
30	QLocal	COUNTED	      2	     2	Result=0 	200		
31	QLocal	COUNTED	      4	     3	Result=1 	200		
32	QLocal	COUNTED	      3	     3	Result=1546 	200		
33	QLocal	COUNTED	      3	     3	Result=1 	200		
34	QLocal	COUNTED	      4	     3	Result=8 	200		
35	QLocal	COUNTED	      3	     2	Result=958 	200		
36	QLocal	COUNTED	      4	     3	Result=15 	200		
37	QLocal	COUNTED	      3	     2	Result=1 	200		
38	QLocal	COUNTED	      3	     3	Result=1 	200		
39	QLocal	COUNTED	      3	     2	Result=1 	200		
40	QLocal	COUNTED	      3	     3	Result=1 	200		
41	QLocal	COUNTED	      3	     2	Result=1 	200		
42	QLocal	COUNTED	      2	     1	Result=1 	200		
43	QLocal	COUNTED	     15	    14	Result=3198378 	200		
44	QLocal	COUNTED	      3	     2	Result=6 	200		
45	QLocal	COUNTED	      3	     2	Result=412 	200		
46	QLocal	COUNTED	      6	     6	Result=332581 	200		
47	QLocal	COUNTED	      4	     3	Result=31246 	200		
48	QLocal	COUNTED	      4	     3	Result=22274 	200		
49	QLocal	COUNTED	      7	     6	Result=837633 	200		
50	QLocal	COUNTED	      7	     6	Result=366685 	200		
51	QLocal	COUNTED	     50	    49	Result=10000000 	200		
52	QLocal	COUNTED	      2	     2	Result=1652 	200		
53	QLocal	COUNTED	     12	    11	Result=1596904 	200		
54	QLocal	COUNTED	      3	     2	Result=0 	200		
55	QLocal	COUNTED	      6	     5	Result=201 	200		
56	QLocal	COUNTED	      7	     6	Result=2149 	200		
57	QLocal	COUNTED	      3	     2	Result=671 	200		
58	QLocal	COUNTED	      3	     2	Result=2576 	200		
59	QLocal	COUNTED	      3	     2	Result=469 	200		
60	QLocal	COUNTED	      3	     2	Result=31 	200		
61	QLocal	COUNTED	      3	     2	Result=19200 	200		
62	QLocal	COUNTED	      4	     2	Result=197 	200		
63	QLocal	COUNTED	     47	    46	Result=10000000 	200		
64	QLocal	COUNTED	      6	     5	Result=15303 	200		
65	QLocal	COUNTED	     14	    13	Result=1978002 	200		
66	QLocal	COUNTED	      4	     3	Result=677 	200		
67	QLocal	COUNTED	      2	     1	Result=0 	200		
68	QLocal	COUNTED	     43	    42	Result=10000000 	200		
69	QLocal	COUNTED	      3	     2	Result=1862 	200		
70	QLocal	COUNTED	     40	    39	Result=10000000 	200		
71	QLocal	COUNTED	     20	    19	Result=3979083 	200		
72	QLocal	COUNTED	      8	     7	Result=626163 	200		
73	QLocal	COUNTED	      3	     3	Result=45 	200		
74	QLocal	COUNTED	     17	    16	Result=1602397 	200		
75	QLocal	COUNTED	      3	     2	Result=45 	200		
76	QLocal	COUNTED	      4	     3	Result=168 	200		
77	QLocal	COUNTED	      3	     2	Result=642 	200		
78	QLocal	COUNTED	      3	     2	Result=1544 	200		
79	QLocal	COUNTED	      3	     2	Result=2930 	200		
80	QLocal	COUNTED	     13	    13	Result=1365525 	200		
81	QLocal	COUNTED	      3	     2	Result=493 	200		
82	QLocal	COUNTED	     23	    22	Result=3886640 	200		
83	QLocal	COUNTED	      5	     4	Result=40885 	200		
84	QLocal	COUNTED	      3	     2	Result=192 	200		
85	QLocal	COUNTED	      2	     1	Result=734 	200		
86	QLocal	COUNTED	      3	     3	Result=6659 	200		
87	QLocal	COUNTED	      8	     7	Result=507019 	200		
88	QLocal	COUNTED	     12	    11	Result=2087915 	200		
89	QLocal	COUNTED	      5	     4	Result=70388 	200		
90	QLocal	COUNTED	      3	     1	Result=0 	200		
91	QLocal	COUNTED	     35	    34	Result=10000000 	200		
92	QLocal	COUNTED	      3	     2	Result=677 	200		
93	QLocal	COUNTED	      4	     3	Result=59726 	200		
94	QLocal	COUNTED	     38	    37	Result=5527104 	200		
95	QLocal	COUNTED	      3	     2	Result=10172 	200		
96	QLocal	COUNTED	      3	     2	Result=10316 	200		
97	QLocal	COUNTED	      4	     3	Result=27213 	200		
98	QLocal	COUNTED	     10	    10	Result=1503964 	200		
99	QLocal	COUNTED	     10	    10	Result=708354 	200		
100	QLocal	COUNTED	     11	    10	Result=1308340 	200		
101	QLocal	COUNTED	     12	    11	Result=1580493 	200		
102	QLocal	COUNTED	     38	    37	Result=10000000 	200		
103	QLocal	COUNTED	     15	    14	Result=1860906 	200		
104	QLocal	COUNTED	     25	    23	Result=3518554 	200		
105	QLocal	COUNTED	     35	    35	Result=9461088 	200		
106	QLocal	COUNTED	     28	    28	Result=3881427 	200		
107	QLocal	COUNTED	      4	     3	Result=20 	200		
108	QLocal	COUNTED	      6	     5	Result=71557 	200		
109	QLocal	COUNTED	     12	    11	Result=709095 	200		
110	QLocal	COUNTED	      3	     2	Result=70 	200		
111	QLocal	COUNTED	      3	     2	Result=54 	200		
112	QLocal	COUNTED	      2	     2	Result=70 	200		
113	QLocal	COUNTED	      3	     2	Result=37 	200		
114	QLocal	COUNTED	      3	     2	Result=176 	200		
115	QLocal	COUNTED	      3	     2	Result=162 	200		
116	QLocal	COUNTED	      3	     2	Result=88 	200		
117	QLocal	COUNTED	      2	     2	Result=18 	200		
118	QLocal	COUNTED	     22	    21	Result=4913884 	200		
119	QLocal	COUNTED	      9	     7	Result=591949 	200		
120	QLocal	COUNTED	      4	     3	Result=34703 	200		
121	QLocal	COUNTED	     23	    22	Result=5366332 	200		
122	QLocal	COUNTED	     12	    11	Result=2106869 	200		
123	QLocal	COUNTED	     66	    65	Result=10000000 	200		
124	QLocal	COUNTED	     11	    10	Result=737471 	200		
125	QLocal	COUNTED	      8	     7	Result=350603 	200		
126	QLocal	COUNTED	      3	     2	Result=254 	200		
127	QLocal	COUNTED	     54	    53	Result=10000000 	200		
128	QLocal	COUNTED	     12	    11	Result=834975 	200		
129	QLocal	COUNTED	      5	     4	Result=41332 	200		
130	QLocal	COUNTED	      6	     5	Result=630084 	200		
131	QLocal	COUNTED	      2	     1	Result=111 	200		
132	QLocal	COUNTED	      3	     1	Result=134 	200		
133	QLocal	COUNTED	      2	     1	Result=192 	200		
134	QLocal	COUNTED	      2	     1	Result=175 	200		
135	QLocal	COUNTED	      5	     5	Result=310788 	200		
136	QLocal	COUNTED	      4	     3	Result=93605 	200		
137	QLocal	COUNTED	      2	     2	Result=2800 	200		
138	QLocal	COUNTED	      2	     2	Result=102 	200		
139	QLocal	COUNTED	      3	     2	Result=32815 	200		
140	QLocal	COUNTED	      3	     2	Result=51145 	200		
141	QLocal	COUNTED	      7	     6	Result=588365 	200		
142	QLocal	COUNTED	      2	     2	Result=214 	200		
143	QLocal	COUNTED	      2	     1	Result=1539 	200		
144	QLocal	COUNTED	     35	    34	Result=10000000 	200		
145	QLocal	COUNTED	      2	     2	Result=732 	200		
146	QLocal	COUNTED	      3	     2	Result=502 	200		
147	QLocal	COUNTED	      2	     1	Result=217 	200		
148	QLocal	COUNTED	      2	     1	Result=25 	200		
149	QLocal	COUNTED	      3	     2	Result=3102 	200		
150	QLocal	COUNTED	     16	    15	Result=3750149 	200		
151	QLocal	COUNTED	      2	     1	Result=4 	200		
152	QLocal	COUNTED	      5	     4	Result=277382 	200		
153	QLocal	COUNTED	      2	     1	Result=3274 	200		
154	QLocal	COUNTED	      2	     2	Result=1280 	200		
155	QLocal	COUNTED	      2	     1	Result=0 	200		
156	QLocal	COUNTED	      2	     1	Result=3 	200		
157	QLocal	COUNTED	      2	     2	Result=1 	200		
158	QLocal	COUNTED	      2	     1	Result=0 	200		
159	QLocal	COUNTED	      2	     2	Result=28 	200		
160	QLocal	COUNTED	      3	     1	Result=1977 	200		
161	QLocal	COUNTED	      2	     1	Result=98 	200		
162	QLocal	COUNTED	      3	     2	Result=6405 	200		
163	QLocal	COUNTED	      2	     1	Result=33 	200		
164	QLocal	COUNTED	      4	     3	Result=165373 	200		
165	QLocal	COUNTED	      2	     1	Result=1 	200		
166	QLocal	COUNTED	      2	     1	Result=18 	200		
167	QLocal	COUNTED	      3	     2	Result=0 	200		
168	QLocal	COUNTED	      3	     2	Result=12629 	200		
169	QLocal	COUNTED	      3	     3	Result=48796 	200		
170	QLocal	COUNTED	      2	     1	Result=12 	200		
171	QLocal	COUNTED	      7	     6	Result=941954 	200		
172	QLocal	COUNTED	      4	     3	Result=45180 	200		
173	QLocal	COUNTED	      2	     1	Result=306 	200		
174	QLocal	COUNTED	      4	     2	Result=13640 	200		
175	QLocal	COUNTED	      5	     4	Result=426296 	200		
176	QLocal	COUNTED	      8	     7	Result=1491152 	200		
177	QLocal	COUNTED	     19	    19	Result=5490568 	200		
178	QLocal	COUNTED	      2	     1	Result=0 	200		
179	QLocal	COUNTED	      2	     1	Result=2014 	200		
180	QLocal	COUNTED	      6	     5	Result=296309 	200		
181	QLocal	COUNTED	      5	     4	Result=228549 	200		
182	QLocal	COUNTED	      4	     3	Result=45998 	200		
183	QLocal	COUNTED	      2	     1	Result=9 	200		
184	QLocal	COUNTED	      6	     5	Result=556990 	200		
185	QLocal	COUNTED	      2	     1	Result=0 	200		
186	QLocal	COUNTED	      2	     1	Result=495 	200		
187	QLocal	COUNTED	      3	     2	Result=17 	200		
