1	Virtuoso	NODUPS	  89461	      	Count= 1048576 	200		
2	Virtuoso	NODUPS	    232	      	Count= 25034 	200		
3	Virtuoso	NODUPS	    633	      	Count= 12 	200		
4	Virtuoso	NODUPS	     68	      	Count= 25034 	200		
5	Virtuoso	NODUPS	     63	      	Count= 25034 	200		
6	Virtuoso	NODUPS	    141	      	Count= 0 	200		
7	Virtuoso	NODUPS	     12	      	Count= 5 	200		
8	Virtuoso	NODUPS	   6741	      	Count= 766638 	200		
9	Virtuoso	NODUPS	     12	      	Count= 113 	200		
10	Virtuoso	NODUPS	   3260	      	Count= 766638 	200		
11	Virtuoso	NODUPS	   3158	      	Count= 766638 	200		
12	Virtuoso	NODUPS	  91150	      	Count= 0 	200		
13	Virtuoso	NODUPS	   3092	      	Count= 766638 	200		
14	Virtuoso	NODUPS	    514	      	Count= 104261 	200		
15	Virtuoso	NODUPS	   1010	      	Count= 250098 	200		
16	Virtuoso	NODUPS	    119	      	Count= 25034 	200		
17	Virtuoso	NODUPS	     45	      	Count= 164 	200		
18	Virtuoso	NODUPS	     89	      	Count= 24395 	200		
19	Virtuoso	NODUPS	     73	      	Count= 25034 	200		
20	Virtuoso	NODUPS	     79	      	Count= 25034 	200		
21	Virtuoso	NODUPS	     85	      	Count= 25034 	200		
22	Virtuoso	NODUPS	   3390	      	Count= 766638 	200		
23	Virtuoso	NODUPS	   4669	      	Count= 1048576 	200		
24	Virtuoso	NODUPS	   3451	      	Count= 766638 	200		
25	Virtuoso	NODUPS	   2573	      	Count= 766638 	200		
26	Virtuoso	NODUPS	   4249	      	Count= 1048576 	200		
27	Virtuoso	NODUPS	    119	      	Count= 25034 	200		
28	Virtuoso	NODUPS	   2827	      	Count= 577952 	200		
29	Virtuoso	NODUPS	    448	      	Count= 104261 	200		
30	Virtuoso	NODUPS	    240	      	Count= 52979 	200		
31	Virtuoso	NODUPS	    464	      	Count= 109970 	200		
32	Virtuoso	NODUPS	   1008	      	Count= 209910 	200		
33	Virtuoso	NODUPS	    118	      	Count= 25034 	200		
34	Virtuoso	NODUPS	    360	      	Count= 94948 	200		
35	Virtuoso	NODUPS	   3214	      	Count= 830993 	200		
36	Virtuoso	NODUPS	    120	      	Count= 25034 	200		
37	Virtuoso	NODUPS	     77	      	Count= 25034 	200		
38	Virtuoso	NODUPS	   3430	      	Count= 766638 	200		
39	Virtuoso	NODUPS	    107	      	Count= 25034 	200		
40	Virtuoso	NODUPS	     71	      	Count= 25034 	200		
41	Virtuoso	NODUPS	    153	      	Count= 21576 	200		
42	Virtuoso	NODUPS	    155	      	Count= 29167 	200		
43	Virtuoso	NODUPS	    386	      	Count= 65491 	200		
44	Virtuoso	NODUPS	   3444	      	Count= 766638 	200		
45	Virtuoso	NODUPS	    449	      	Count= 104261 	200		
46	Virtuoso	NODUPS	    997	      	Count= 250098 	200		
47	Virtuoso	NODUPS	   1028	      	Count= 215869 	200		
48	Virtuoso	NODUPS	     20	      	Count= 7 	200		
49	Virtuoso	NODUPS	   4127	      	Count= 1048576 	200		
50	Virtuoso	NODUPS	    843	      	Count= 216416 	200		
51	Virtuoso	NODUPS	     17	      	Result=Q82955 	200		
52	Virtuoso	NODUPS	    110	      	Count= 25034 	200		
53	Virtuoso	NODUPS	    215	      	Count= 52979 	200		
54	Virtuoso	NODUPS	   2727	      	Count= 766638 	200		
55	Virtuoso	NODUPS	     20	      	Count= 2 	200		
56	Virtuoso	NODUPS	      2	      	Count= 2 	200		
57	Virtuoso	NODUPS	      3	      	Count= 9 	200		
58	Virtuoso	NODUPS	    106	      	Count= 25034 	200		
59	Virtuoso	NODUPS	   3944	      	Count= 1048576 	200		
60	Virtuoso	NODUPS	    235	      	Count= 33913 	200		
61	Virtuoso	NODUPS	    112	      	Count= 14158 	200		
62	Virtuoso	NODUPS	      4	      	Count= 6 	200		
63	Virtuoso	NODUPS	    113	      	Count= 25034 	200		
64	Virtuoso	NODUPS	   2569	      	Count= 577952 	200		
65	Virtuoso	NODUPS	    230	      	Count= 52979 	200		
66	Virtuoso	NODUPS	    111	      	Count= 21576 	200		
67	Virtuoso	NODUPS	     97	      	Count= 14158 	200		
68	Virtuoso	NODUPS	    104	      	Count= 25034 	200		
69	Virtuoso	NODUPS	      3	      	Count= 0 	200		
70	Virtuoso	NODUPS	      3	      	Count= 5 	200		
71	Virtuoso	NODUPS	     76	      	Count= 25034 	200		
72	Virtuoso	NODUPS	     74	      	Count= 25034 	200		
73	Virtuoso	NODUPS	     45	      	Count= 14158 	200		
74	Virtuoso	NODUPS	      4	      	Count= 3 	200		
75	Virtuoso	NODUPS	     76	      	Count= 25034 	200		
76	Virtuoso	NODUPS	    622	      	Count= 137794 	200		
77	Virtuoso	NODUPS	   1669	      	Count= 421931 	200		
78	Virtuoso	NODUPS	   1683	      	Count= 473429 	200		
79	Virtuoso	NODUPS	    578	      	Count= 118085 	200		
80	Virtuoso	NODUPS	    183	      	Count= 31025 	200		
81	Virtuoso	NODUPS	      2	      	Count= 0 	200		
82	Virtuoso	NODUPS	    418	      	Count= 76560 	200		
83	Virtuoso	NODUPS	   2770	      	Count= 766638 	200		
84	Virtuoso	NODUPS	    169	      	Count= 20078 	200		
85	Virtuoso	NODUPS	    172	      	Count= 31719 	200		
86	Virtuoso	NODUPS	   3422	      	Count= 1048576 	200		
87	Virtuoso	NODUPS	    237	      	Count= 52979 	200		
88	Virtuoso	NODUPS	    229	      	Count= 44516 	200		
89	Virtuoso	NODUPS	      2	      	Count= 0 	200		
90	Virtuoso	NODUPS	   1558	      	Count= 53428 	200		
91	Virtuoso	NODUPS	    134	      	Count= 42865 	200		
92	Virtuoso	NODUPS	   3482	      	Count= 766638 	200		
93	Virtuoso	NODUPS	    116	      	Count= 25034 	200		
94	Virtuoso	NODUPS	     75	      	Count= 25034 	200		
95	Virtuoso	NODUPS	      3	      	Count= 27 	200		
96	Virtuoso	NODUPS	     72	      	Count= 25034 	200		
97	Virtuoso	NODUPS	     73	      	Count= 25034 	200		
98	Virtuoso	NODUPS	      4	      	Count= 78 	200		
99	Virtuoso	NODUPS	      2	      	Count= 41 	200		
100	Virtuoso	NODUPS	      1	      	Count= 6 	200		
101	Virtuoso	NODUPS	   3354	      	Count= 968581 	200		
102	Virtuoso	NODUPS	     31	      	Result=Q82955 	200		
103	Virtuoso	NODUPS	    116	      	Count= 25034 	200		
104	Virtuoso	NODUPS	   2827	      	Count= 766638 	200		
105	Virtuoso	NODUPS	   4255	      	Count= 1048576 	200		
106	Virtuoso	NODUPS	   1246	      	Count= 192 	200		
107	Virtuoso	NODUPS	  31223	      	Count= 1048576 	200		
108	Virtuoso	NODUPS	     34	      	Count= 55 	200		
109	Virtuoso	NODUPS	     21	      	Count= 174 	200		
110	Virtuoso	NODUPS	     18	      	Count= 363 	200		
111	Virtuoso	NODUPS	      4	      	Count= 155 	200		
112	Virtuoso	NODUPS	      4	      	Count= 61 	200		
113	Virtuoso	NODUPS	     15	      	Count= 421 	200		
114	Virtuoso	NODUPS	      3	      	Count= 121 	200		
115	Virtuoso	NODUPS	      2	      	Count= 66 	200		
116	Virtuoso	NODUPS	     12	      	Count= 235 	200		
117	Virtuoso	NODUPS	      4	      	Count= 196 	200		
118	Virtuoso	NODUPS	      3	      	Count= 111 	200		
119	Virtuoso	NODUPS	      3	      	Count= 87 	200		
120	Virtuoso	NODUPS	  48377	      	Count= 899074 	200		
121	Virtuoso	NODUPS	  24556	      	Count= 1048576 	200		
122	Virtuoso	NODUPS	     75	      	Count= 43 	200		
123	Virtuoso	NODUPS	 573092	      	Count= 16 	200		
124	Virtuoso	NODUPS	  27352	      	Count= 0 	200		
125	Virtuoso	NODUPS	 600609	      	Count= 248 	200		
126	Virtuoso	NODUPS	 600670	      	Count= 15988 	200		
127	Virtuoso	NODUPS	   5651	      	Count= 13 	200		
128	Virtuoso	NODUPS	    600	      	Count= 10 	200		
129	Virtuoso	NODUPS	 183342	      	Count= 234 	200		
130	Virtuoso	NODUPS	    568	      	Count= 10 	200		
131	Virtuoso	NODUPS	   1176	      	Count= 11 	200		
132	Virtuoso	NODUPS	 243901	      	Count= 243 	200		
133	Virtuoso	NODUPS	 117748	      	Count= 21101 	200		
134	Virtuoso	NODUPS	  30204	      	Count= 6 	500	Virtuoso 42000 Error TN...: Exceeded 20000000000 bytes in transitive temp memory.  use t_distinct, t_max or more T_MAX_memory options to limit the search or increase the pool	
135	Virtuoso	NODUPS	  20265	      	Count= 21282 	200		
136	Virtuoso	NODUPS	   2692	      	Count= 251712 	200		
