1	MilleniumDB	COUNTED	     78	      	Result=199 	200		
2	MilleniumDB	COUNTED	      6	      	Result=9 	200		
3	MilleniumDB	COUNTED	   3328	      	Result=14763 	200		
4	MilleniumDB	COUNTED	     15	      	Result=50 	200		
5	MilleniumDB	COUNTED	   2801	      	Result=32963 	200		
6	MilleniumDB	COUNTED	    160	      	Result=1 	200		
7	MilleniumDB	COUNTED	    167	      	Result=516 	200		
8	MilleniumDB	COUNTED	     17	      	Result=527 	200		
9	MilleniumDB	COUNTED	   5960	      	Result=21253 	200		
10	MilleniumDB	COUNTED	  11259	      	Result=35648 	200		
11	MilleniumDB	COUNTED	     26	      	Result=200 	200		
12	MilleniumDB	COUNTED	  22870	      	Result=200 	200		
13	MilleniumDB	COUNTED	      7	      	Result=10 	200		
14	MilleniumDB	COUNTED	    160	      	Result=31 	200		
15	MilleniumDB	COUNTED	 100780	      	Result=9026700 	200		
16	MilleniumDB	COUNTED	      3	      	Result=352 	200		
17	MilleniumDB	COUNTED	     32	      	Result=222 	200		
18	MilleniumDB	COUNTED	      4	      	Result=10 	200		
19	MilleniumDB	COUNTED	      3	      	Result=3 	200		
20	MilleniumDB	COUNTED	     17	      	Result=1 	200		
21	MilleniumDB	COUNTED	   1133	      	Result=972 	200		
22	MilleniumDB	COUNTED	     10	      	Result=62 	200		
23	MilleniumDB	COUNTED	     32	      	Result=18 	200		
24	MilleniumDB	COUNTED	    335	      	Result=130 	200		
25	MilleniumDB	COUNTED	    789	      	Result=12224 	200		
26	MilleniumDB	COUNTED	   8841	      	Result=24 	200		
27	MilleniumDB	COUNTED	    750	      	Result=14571 	200		
28	MilleniumDB	COUNTED	     54	      	Result=198 	200		
29	MilleniumDB	COUNTED	 600309	      	None 	200	ERROR EMPTY OUTPUT	
30	MilleniumDB	COUNTED	     14	      	Result=3 	200		
31	MilleniumDB	COUNTED	   1296	      	Result=285 	200		
32	MilleniumDB	COUNTED	     16	      	Result=0 	200		
33	MilleniumDB	COUNTED	   7256	      	Result=300 	200		
34	MilleniumDB	COUNTED	   1253	      	Result=40882 	200		
35	MilleniumDB	COUNTED	  18526	      	Result=100 	200		
36	MilleniumDB	COUNTED	     43	      	Result=1350 	200		
37	MilleniumDB	COUNTED	    213	      	Result=98 	200		
38	MilleniumDB	COUNTED	 600414	      	None 	200	ERROR EMPTY OUTPUT	
39	MilleniumDB	COUNTED	    248	      	Result=0 	200		
40	MilleniumDB	COUNTED	 600784	      	Count= 0 	200		
41	MilleniumDB	COUNTED	  26871	      	Result=0 	200		
42	MilleniumDB	COUNTED	      7	      	Result=0 	200		
43	MilleniumDB	COUNTED	    292	      	Result=1027 	200		
44	MilleniumDB	COUNTED	     51	      	Result=456 	200		
45	MilleniumDB	COUNTED	   9754	      	Result=481 	200		
46	MilleniumDB	COUNTED	     14	      	Result=61 	200		
47	MilleniumDB	COUNTED	  24779	      	Result=3140 	200		
48	MilleniumDB	COUNTED	 600263	      	None 	200	ERROR EMPTY OUTPUT	
49	MilleniumDB	COUNTED	     29	      	Result=205 	200		
50	MilleniumDB	COUNTED	      7	      	Result=0 	200		
51	MilleniumDB	COUNTED	  45454	      	Result=49108 	200		
52	MilleniumDB	COUNTED	   1905	      	Result=220544 	200		
53	MilleniumDB	COUNTED	  65407	      	Result=50 	200		
54	MilleniumDB	COUNTED	      2	      	Result=10 	200		
55	MilleniumDB	COUNTED	 600231	      	None 	200	ERROR EMPTY OUTPUT	
56	MilleniumDB	COUNTED	    216	      	Result=21615 	200		
57	MilleniumDB	COUNTED	 600835	      	None 	200	ERROR EMPTY OUTPUT	
58	MilleniumDB	COUNTED	     57	      	Result=194 	200		
59	MilleniumDB	COUNTED	 600966	      	Count= 0 	200		
60	MilleniumDB	COUNTED	   9016	      	Result=0 	200		
61	MilleniumDB	COUNTED	  28648	      	Result=100 	200		
62	MilleniumDB	COUNTED	     19	      	Result=186 	200		
63	MilleniumDB	COUNTED	   3663	      	Result=0 	200		
64	MilleniumDB	COUNTED	 420203	      	Result=27141 	200		
65	MilleniumDB	COUNTED	   4417	      	Result=392969 	200		
66	MilleniumDB	COUNTED	     12	      	Result=100 	200		
67	MilleniumDB	COUNTED	  41730	      	Result=89829 	200		
68	MilleniumDB	COUNTED	    320	      	Result=100 	200		
69	MilleniumDB	COUNTED	   4061	      	Result=123 	200		
70	MilleniumDB	COUNTED	  59016	      	Result=14 	200		
71	MilleniumDB	COUNTED	     28	      	Result=12 	200		
72	MilleniumDB	COUNTED	      3	      	Result=55 	200		
73	MilleniumDB	COUNTED	      2	      	Result=43 	200		
74	MilleniumDB	COUNTED	      4	      	Result=66 	200		
75	MilleniumDB	COUNTED	 600916	      	Count= 0 	200		
76	MilleniumDB	COUNTED	     50	      	Result=11 	200		
77	MilleniumDB	COUNTED	    108	      	Result=1835 	200		
78	MilleniumDB	COUNTED	  10189	      	Result=50 	200		
79	MilleniumDB	COUNTED	   9216	      	Result=0 	200		
80	MilleniumDB	COUNTED	    816	      	Result=89 	200		
81	MilleniumDB	COUNTED	   1740	      	Result=10 	200		
82	MilleniumDB	COUNTED	 600913	      	None 	200	ERROR EMPTY OUTPUT	
83	MilleniumDB	COUNTED	   5186	      	Result=47 	200		
84	MilleniumDB	COUNTED	 134262	      	Result=2506 	200		
85	MilleniumDB	COUNTED	  10278	      	Result=2506 	200		
86	MilleniumDB	COUNTED	   8938	      	Result=63 	200		
87	MilleniumDB	COUNTED	     14	      	Result=29 	200		
88	MilleniumDB	COUNTED	  11038	      	Result=0 	200		
89	MilleniumDB	COUNTED	  24800	      	Result=93917 	200		
90	MilleniumDB	COUNTED	  30233	      	Result=45 	200		
91	MilleniumDB	COUNTED	    625	      	Result=39347 	200		
92	MilleniumDB	COUNTED	 600667	      	Count= 0 	200		
93	MilleniumDB	COUNTED	     58	      	Result=0 	200		
94	MilleniumDB	COUNTED	  82092	      	Result=0 	200		
95	MilleniumDB	COUNTED	   1158	      	Result=50 	200		
96	MilleniumDB	COUNTED	 600727	      	None 	200	ERROR EMPTY OUTPUT	
97	MilleniumDB	COUNTED	    509	      	Result=42558 	200		
