?c
<http://www.wikidata.org/entity/Q100>
<http://www.wikidata.org/entity/Q1000029>
<http://www.wikidata.org/entity/Q1000030>
<http://www.wikidata.org/entity/Q1000033>
<http://www.wikidata.org/entity/Q1000046>
