?c
<http://www.wikidata.org/entity/Q100701370>
<http://www.wikidata.org/entity/Q102154782>
<http://www.wikidata.org/entity/Q1023994>
<http://www.wikidata.org/entity/Q104438297>
<http://www.wikidata.org/entity/Q104438298>
