1	QLever	COUNTED	    154	      	Result=175771 	200		Subclasses of biological phenomenon
2	QLever	COUNTED	     81	      	Result=199415 	200		Subclasses of olefinic compound
3	QLever	COUNTED	     48	      	Result=100391 	200		Subclasses of human activity
4	QLever	COUNTED	     45	      	Result=94019 	200		Subclasses of change
5	QLever	COUNTED	     77	      	Result=179341 	200		Subclasses of natural phenomenon
6	QLever	COUNTED	     83	      	Result=202507 	200		Subclasses of unsaturated compound
7	QLever	COUNTED	     94	      	Result=204121 	200		Subclasses of appliance
8	QLever	COUNTED	     27	      	Result=57371 	200		Subclasses of organization
9	QLever	COUNTED	     27	      	Result=57385 	200		Subclasses of complex system
10	QLever	COUNTED	     51	      	Result=197681 	200		Subclasses of local politician
11	QLever	COUNTED	     21	      	Result=38173 	200		Subclasses of group of humans
12	QLever	COUNTED	     17	      	Result=39273 	200		Subclasses of group of living things
13	QLever	COUNTED	     90	      	Result=198505 	200		Subclasses of physical process
14	QLever	COUNTED	     91	      	Result=198587 	200		Subclasses of physicochemical process
15	QLever	COUNTED	     33	      	Result=68353 	200		Subclasses of social system
16	QLever	COUNTED	     19	      	Result=40745 	200		Subclasses of group of physical objects
17	QLever	COUNTED	     89	      	Result=200967 	200		Subclasses of physical phenomenon
18	QLever	COUNTED	      4	      	Result=3123 	200		Subclasses of group or class of living things
19	QLever	COUNTED	     22	      	Result=43995 	200		Subclasses of group or class of physical objects
20	QLever	COUNTED	    101	      	Result=210115 	200		Subclasses of occurrence
21	QLever	COUNTED	     93	      	Result=239593 	200		Subclasses of terpenoids
22	QLever	COUNTED	     95	      	Result=240011 	200		Subclasses of isoprenoid
23	QLever	COUNTED	    105	      	Result=224423 	200		Subclasses of physical tool
24	QLever	COUNTED	    118	      	Result=231471 	200		Subclasses of tool
25	QLever	COUNTED	      4	      	Result=0 	200		Subclasses of part
26	QLever	COUNTED	     61	      	Result=218373 	200		Subclasses of politician
27	QLever	COUNTED	    119	      	Result=242763 	200		Subclasses of equipment
28	QLever	COUNTED	      6	      	Result=4793 	200		Subclasses of coin
29	QLever	COUNTED	      3	      	Result=5567 	200		Subclasses of monetiform object
30	QLever	COUNTED	      1	      	Result=3 	200		Subclasses of corporate body
31	QLever	COUNTED	    109	      	Result=241523 	200		Subclasses of activity
32	QLever	COUNTED	      8	      	Result=8305 	200		Subclasses of item of collection or exhibition
33	QLever	COUNTED	      5	      	Result=8353 	200		Subclasses of sculpture
34	QLever	COUNTED	      2	      	Result=1561 	200		Subclasses of three-dimensional object
35	QLever	COUNTED	     79	      	Result=254471 	200		Subclasses of professional
36	QLever	COUNTED	    137	      	Result=301491 	200		Subclasses of cyclic compound
