?c
<http://www.wikidata.org/entity/Q1001150>
<http://www.wikidata.org/entity/Q1016605>
<http://www.wikidata.org/entity/Q101896>
<http://www.wikidata.org/entity/Q1022718>
<http://www.wikidata.org/entity/Q1023604>
