1	Blazegraph		 108538	      	None 	500	ERROR java.util.concurrent.ExecutionException: java.util.concurrent.ExecutionException: org.openrdf.query.QueryEvaluationException: java.lang.RuntimeException: java.util.concurrent.ExecutionException: java.lang.Exception: task=ChunkTask{query=710b647e-2a4a-4907-aacf-b4177d199858,bopId=32,partitionId=-1,sinkId=34,altSinkId=null}, cause=java.util.concurrent.ExecutionException: java.lang.UnsupportedOperationException: unknown function: http://www.opengis.net/def/function/geosparql/distance	location_nearby-locations-as-topics-in-works Q100
2	Blazegraph		  48398	      	None 	500	ERROR java.util.concurrent.ExecutionException: java.util.concurrent.ExecutionException: org.openrdf.query.QueryEvaluationException: java.lang.RuntimeException: java.util.concurrent.ExecutionException: java.lang.Exception: task=ChunkTask{query=4fbc122e-7c3d-485e-9757-06a07d6dd897,bopId=32,partitionId=-1,sinkId=34,altSinkId=null}, cause=java.util.concurrent.ExecutionException: java.lang.UnsupportedOperationException: unknown function: http://www.opengis.net/def/function/geosparql/distance	location_nearby-locations-as-topics-in-works Q1000029
3	Blazegraph		  48548	      	None 	500	ERROR java.util.concurrent.ExecutionException: java.util.concurrent.ExecutionException: org.openrdf.query.QueryEvaluationException: java.lang.RuntimeException: java.util.concurrent.ExecutionException: java.lang.Exception: task=ChunkTask{query=661299ba-6427-4e36-8724-8818ef2c5d9f,bopId=32,partitionId=-1,sinkId=34,altSinkId=null}, cause=java.util.concurrent.ExecutionException: java.lang.UnsupportedOperationException: unknown function: http://www.opengis.net/def/function/geosparql/distance	location_nearby-locations-as-topics-in-works Q1000030
4	Blazegraph		  49552	      	None 	500	ERROR java.util.concurrent.ExecutionException: java.util.concurrent.ExecutionException: org.openrdf.query.QueryEvaluationException: java.lang.RuntimeException: java.util.concurrent.ExecutionException: java.lang.Exception: task=ChunkTask{query=a8673d46-eb5f-4b67-a5c6-889452566a87,bopId=32,partitionId=-1,sinkId=34,altSinkId=null}, cause=java.util.concurrent.ExecutionException: java.lang.UnsupportedOperationException: unknown function: http://www.opengis.net/def/function/geosparql/distance	location_nearby-locations-as-topics-in-works Q1000033
5	Blazegraph		  47800	      	None 	500	ERROR java.util.concurrent.ExecutionException: java.util.concurrent.ExecutionException: org.openrdf.query.QueryEvaluationException: java.lang.RuntimeException: java.util.concurrent.ExecutionException: java.lang.Exception: task=ChunkTask{query=ef9d453b-3759-4ce8-bb68-14a3c57edfab,bopId=32,partitionId=-1,sinkId=34,altSinkId=null}, cause=java.util.concurrent.ExecutionException: java.lang.UnsupportedOperationException: unknown function: http://www.opengis.net/def/function/geosparql/distance	location_nearby-locations-as-topics-in-works Q1000046
6	Blazegraph		  13554	      	None 	500	ERROR java.util.concurrent.ExecutionException: java.util.concurrent.ExecutionException: org.openrdf.query.QueryEvaluationException: java.lang.RuntimeException: java.util.concurrent.ExecutionException: java.lang.Exception: task=ChunkTask{query=72617aa9-205b-494b-88a3-994026afaa65,bopId=33,partitionId=-1,sinkId=34,altSinkId=null}, cause=java.util.concurrent.ExecutionException: java.lang.RuntimeException: cause=com.bigdata.btree.EvictionError: com.bigdata.rwstore.sector.MemoryManagerOutOfMemory, state=HTreeHashJoinUtility{open=true,joinType=Normal,joinVars=[organization],outputDistinctJVs=true,size=1768838,considered(left=0,right=0,joins=0)}	location_nearby-organizations Q100
7	Blazegraph		   6532	      	None 	500	ERROR java.util.concurrent.ExecutionException: java.util.concurrent.ExecutionException: org.openrdf.query.QueryEvaluationException: java.lang.RuntimeException: java.util.concurrent.ExecutionException: java.lang.Exception: task=ChunkTask{query=9cf00414-916f-4550-9432-9417f0ea7430,bopId=33,partitionId=-1,sinkId=34,altSinkId=null}, cause=java.util.concurrent.ExecutionException: java.lang.RuntimeException: cause=com.bigdata.btree.EvictionError: com.bigdata.rwstore.sector.MemoryManagerOutOfMemory, state=HTreeHashJoinUtility{open=true,joinType=Normal,joinVars=[organization],outputDistinctJVs=true,size=1726949,considered(left=0,right=0,joins=0)}	location_nearby-organizations Q1000029
8	Blazegraph		   6527	      	None 	500	ERROR java.util.concurrent.ExecutionException: java.util.concurrent.ExecutionException: org.openrdf.query.QueryEvaluationException: java.lang.RuntimeException: java.util.concurrent.ExecutionException: java.lang.Exception: task=ChunkTask{query=42bf9007-71f6-499f-a42b-7fbe0cfcec97,bopId=27,partitionId=-1,sinkId=45,altSinkId=null}, cause=java.util.concurrent.ExecutionException: com.bigdata.rwstore.sector.MemoryManagerOutOfMemory	location_nearby-organizations Q1000030
9	Blazegraph		   6347	      	None 	500	ERROR java.util.concurrent.ExecutionException: java.util.concurrent.ExecutionException: org.openrdf.query.QueryEvaluationException: java.lang.RuntimeException: java.util.concurrent.ExecutionException: java.lang.Exception: task=ChunkTask{query=16bdfe6d-59fa-4473-be13-83873e12c4dd,bopId=49,partitionId=-1,sinkId=50,altSinkId=null}, cause=java.util.concurrent.ExecutionException: java.lang.RuntimeException: cause=com.bigdata.btree.EvictionError: com.bigdata.rwstore.sector.MemoryManagerOutOfMemory, state=HTreeHashJoinUtility{open=true,joinType=Normal,joinVars=[--pp-anon-01318a6c-c080-4765-9d1a-4eb6000a1104],outputDistinctJVs=true,size=1960973,considered(left=0,right=0,joins=0)}	location_nearby-organizations Q1000033
10	Blazegraph		   6320	      	None 	500	ERROR java.util.concurrent.ExecutionException: java.util.concurrent.ExecutionException: org.openrdf.query.QueryEvaluationException: java.lang.RuntimeException: java.util.concurrent.ExecutionException: java.lang.Exception: task=ChunkTask{query=f1f84732-b836-477e-a59f-57a7d22ef0b2,bopId=33,partitionId=-1,sinkId=34,altSinkId=null}, cause=java.util.concurrent.ExecutionException: java.lang.RuntimeException: cause=com.bigdata.btree.EvictionError: com.bigdata.rwstore.sector.MemoryManagerOutOfMemory, state=HTreeHashJoinUtility{open=true,joinType=Normal,joinVars=[organization],outputDistinctJVs=true,size=1733689,considered(left=0,right=0,joins=0)}	location_nearby-organizations Q1000046
