?c
<http://www.wikidata.org/entity/Q14633932>
<http://www.wikidata.org/entity/Q14763023>
<http://www.wikidata.org/entity/Q14818098>
<http://www.wikidata.org/entity/Q14851781>
<http://www.wikidata.org/entity/Q14863436>
