?c
<http://www.wikidata.org/entity/Q30337044>
<http://www.wikidata.org/entity/Q45342146>
<http://www.wikidata.org/entity/Q47459391>
<http://www.wikidata.org/entity/Q107147026>
<http://www.wikidata.org/entity/Q111709974>
