?c
<http://www.wikidata.org/entity/Q1000>
<http://www.wikidata.org/entity/Q1005>
<http://www.wikidata.org/entity/Q1006>
<http://www.wikidata.org/entity/Q1007>
<http://www.wikidata.org/entity/Q1008>
