?c
<http://www.wikidata.org/entity/Q100019567>
<http://www.wikidata.org/entity/Q100138103>
<http://www.wikidata.org/entity/Q100138118>
<http://www.wikidata.org/entity/Q100138615>
<http://www.wikidata.org/entity/Q100139626>
