?c
<http://www.wikidata.org/entity/Q102537983>
<http://www.wikidata.org/entity/Q1026367>
<http://www.wikidata.org/entity/Q1036510>
<http://www.wikidata.org/entity/Q105099901>
<http://www.wikidata.org/entity/Q106313302>
