publisher_citations-works	publisher_citations-works LABEL	QUERY	publisher
publisher_editor-photos	publisher_editor-photos LABEL	QUERY	publisher
publisher_editors	publisher_editors LABEL	QUERY	publisher
publisher_journals	publisher_journals LABEL	QUERY	publisher
publisher_most-cited	publisher_most-cited LABEL	QUERY	publisher
publisher_timeline	publisher_timeline LABEL	QUERY	publisher
