?c
<http://www.wikidata.org/entity/Q1000017>
<http://www.wikidata.org/entity/Q1000266>
<http://www.wikidata.org/entity/Q1000270>
<http://www.wikidata.org/entity/Q1000274>
<http://www.wikidata.org/entity/Q100032077>
